0.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+00
1.204809600021690130e-01,2.450000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.574068799964152277e-01,2.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.763237599283456802e-01,2.775000000000000000e+01,1.250000000000000000e+00,1.500000000000000000e+00
3.132820799946784973e-01,2.575000000000000000e+01,1.250000000000000000e+00,2.500000000000000000e+00
4.309893599711358547e-01,2.600000000000000000e+01,1.000000000000000000e+00,1.250000000000000000e+00
4.679469598922878504e-01,2.650000000000000000e+01,7.500000000000000000e-01,7.500000000000000000e-01
5.858090399997308850e-01,2.675000000000000000e+01,1.000000000000000000e+00,1.750000000000000000e+00
6.227714399574324489e-01,2.575000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
7.413866400020197034e-01,3.025000000000000000e+01,1.500000000000000000e+00,1.250000000000000000e+00
4.222752002533525229e-02,2.550000000000000000e+01,1.250000000000000000e+00,1.500000000000000000e+00
7.919063995359465480e-02,2.675000000000000000e+01,1.250000000000000000e+00,2.000000000000000000e+00
1.989743998856283724e-01,2.900000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+00
2.359430399956181645e-01,3.250000000000000000e+01,1.250000000000000000e+00,1.250000000000000000e+00
3.535703999223187566e-01,2.925000000000000000e+01,1.750000000000000000e+00,1.500000000000000000e+00
5.085016799275763333e-01,2.750000000000000000e+01,1.750000000000000000e+00,1.500000000000000000e+00
5.454095999593846500e-01,2.900000000000000000e+01,1.250000000000000000e+00,1.250000000000000000e+00
